A0,A1,A2,A5,A6,A7
46.09,73.65,49.77,73.51,73.58,73.51
46.89,73.80,49.77,73.80,73.80,73.80
45.37,73.36,49.20,73.15,73.36,73.51
46.02,73.58,49.20,73.65,73.80,73.80
45.73,73.80,49.12,73.43,73.80,73.80
45.23,73.58,48.83,73.58,73.80,73.80
45.30,73.80,48.91,73.65,73.80,73.80
44.65,73.80,48.76,73.43,73.80,73.80
45.66,73.80,48.69,73.65,73.80,73.80
44.07,73.29,48.04,73.15,73.43,73.65
44.07,73.36,47.90,73.15,73.29,73.72
44.58,73.80,48.33,73.80,73.80,73.80
43.71,73.80,48.19,73.80,73.80,73.80
44.22,73.80,47.82,73.80,73.80,73.80
43.35,73.36,47.25,73.43,73.43,73.51
44.36,73.80,47.46,73.80,73.80,73.80
43.35,73.58,47.10,73.65,73.80,73.80
42.85,73.51,46.67,73.36,73.51,73.43
43.06,73.80,46.89,73.80,73.80,73.80
42.49,73.36,46.53,73.65,73.65,73.51
42.70,73.80,46.60,73.80,73.80,73.80
42.13,73.43,46.02,73.22,73.51,73.51
42.56,73.80,46.31,73.80,73.80,73.80
41.98,73.80,45.95,73.58,73.80,73.80
41.48,73.51,45.52,73.29,73.51,73.65
41.69,73.80,45.66,73.72,73.80,73.80
41.12,73.80,45.80,73.80,73.80,73.80
41.40,73.80,45.30,73.72,73.80,73.80
40.68,73.43,44.87,73.29,73.22,73.22
40.18,73.80,45.01,73.80,73.80,73.80
41.69,73.80,44.94,73.80,73.80,73.80
40.11,73.58,44.43,73.58,73.51,73.80
40.32,73.80,44.51,73.80,73.80,73.80
39.74,73.80,44.00,73.36,73.43,73.58
40.03,73.80,44.15,73.80,73.80,73.80
39.67,73.80,43.71,73.72,73.80,73.80
39.17,73.65,43.42,73.43,73.65,73.58
39.74,73.80,43.50,73.80,73.80,73.80
38.73,73.58,42.99,73.43,73.58,73.58
38.95,73.80,43.14,73.80,73.80,73.80
38.45,73.58,42.70,73.29,73.58,73.58
38.66,73.80,42.85,73.43,73.80,73.80
38.37,73.80,42.63,73.72,73.80,73.80
37.80,73.58,42.20,73.36,73.65,73.65
38.30,73.80,42.34,73.72,73.80,73.80
37.22,73.58,41.84,73.36,73.51,73.65
37.51,73.80,41.98,73.72,73.80,73.80
37.00,73.00,41.33,73.29,73.36,73.65
37.15,73.80,41.48,73.80,73.72,73.80
36.79,73.80,41.33,73.65,73.80,73.80
36.35,73.43,40.97,73.43,73.43,73.80
36.93,73.80,40.90,73.80,73.80,73.80
35.99,73.29,40.47,73.29,73.36,73.51
36.14,73.80,40.68,73.80,73.80,73.80
35.63,73.29,40.11,73.29,73.51,73.51
35.49,73.65,39.82,73.29,73.51,73.58
35.70,73.80,40.18,73.80,73.80,73.80
35.06,73.51,39.67,73.29,73.65,73.80
35.49,73.80,39.82,73.80,73.80,73.80
34.62,73.43,39.31,73.22,73.51,73.58
34.84,73.80,39.46,73.80,73.80,73.80
34.48,73.80,39.17,73.65,73.80,73.80
34.05,73.80,39.10,73.58,73.80,73.80
34.26,73.80,38.95,73.80,73.80,73.80
33.68,73.43,38.45,73.29,73.80,73.80
33.97,73.80,38.59,73.80,73.80,73.80
33.25,73.36,38.09,73.43,73.43,73.65
33.25,73.80,38.23,73.80,73.80,73.80
33.11,73.80,37.94,73.72,73.80,73.80
32.75,73.65,37.65,73.51,73.51,73.58
32.89,73.80,37.51,73.80,73.80,73.80
32.39,73.36,37.08,73.36,73.80,73.80
32.46,73.80,37.22,73.80,73.80,73.80
31.88,73.43,36.71,73.36,73.51,73.51
31.59,73.65,36.57,73.58,73.65,73.65
31.95,73.80,36.86,73.80,73.80,73.80
31.30,73.58,36.28,73.29,73.51,73.58
31.45,73.80,36.43,73.80,73.80,73.80
30.94,73.43,35.92,73.29,73.80,73.72
31.02,73.80,36.14,73.80,73.80,73.80
30.80,73.80,35.78,73.72,73.80,73.80
30.22,73.58,35.42,73.29,73.51,73.72
30.37,73.80,35.34,73.72,73.80,73.80
29.93,73.80,35.13,73.65,73.72,73.80
30.01,73.80,35.13,73.80,73.80,73.80
29.50,73.29,34.69,73.80,73.80,73.80
29.64,73.80,34.69,73.80,73.80,73.80
29.28,73.72,34.41,73.72,73.80,73.80
28.92,73.36,33.97,73.43,73.43,73.43
29.00,73.80,34.05,73.80,73.80,73.80
28.63,73.65,33.76,73.51,73.58,73.58
28.56,73.80,33.68,73.80,73.80,73.80
28.13,73.36,33.11,72.86,73.29,73.36
27.91,73.65,33.18,73.51,73.80,73.80
28.27,73.80,33.32,73.80,73.80,73.80
27.48,73.65,32.89,73.36,73.51,73.65
27.77,73.80,33.04,73.80,73.80,73.80
27.26,73.72,32.60,73.36,73.65,73.65
27.26,73.80,32.60,73.80,73.80,73.80
26.90,73.80,32.39,73.58,73.80,73.80
26.54,73.43,31.95,73.51,73.80,73.80
26.69,73.80,31.95,73.72,73.80,73.80
26.11,73.65,31.66,73.65,73.65,73.80
26.54,73.80,31.66,73.80,73.80,73.80
25.75,73.65,31.23,73.51,73.51,73.72
25.75,73.80,31.30,73.80,73.80,73.80
25.39,73.80,30.94,73.72,73.80,73.80
25.17,73.29,30.58,73.72,73.80,73.80
25.32,73.80,30.65,73.80,73.80,73.80
24.81,73.51,30.22,73.43,73.58,73.51
25.10,73.80,30.29,73.80,73.80,73.80
24.23,73.43,29.86,73.29,73.43,73.51
24.38,73.80,29.86,73.80,73.80,73.80
24.16,73.80,29.64,73.72,73.80,73.80
23.87,73.43,29.36,73.51,73.51,73.65
23.80,73.80,29.36,73.72,73.80,73.80
23.37,73.58,29.07,73.29,73.58,73.65
23.66,73.80,29.14,73.80,73.80,73.80
22.79,73.36,28.63,73.29,73.43,73.65
22.72,73.36,28.35,73.36,73.58,73.80
22.86,73.80,28.56,73.80,73.80,73.80
22.36,73.58,28.35,73.80,73.80,73.80
22.50,73.80,28.20,73.80,73.80,73.80
22.00,73.29,27.77,73.36,73.43,73.51
22.14,73.80,27.84,73.80,73.80,73.80
21.78,73.80,27.48,73.80,73.80,73.80
21.49,73.43,27.19,73.36,73.58,73.43
21.42,73.80,27.19,73.80,73.80,73.80
21.13,73.72,27.05,73.72,73.72,73.72
21.06,73.80,26.76,73.80,73.80,73.80
20.63,73.51,26.40,73.22,73.43,73.58
20.77,73.80,26.47,73.80,73.80,73.80
20.41,73.80,26.18,73.58,73.80,73.80
20.05,73.58,25.97,73.36,73.58,73.65
19.91,73.80,25.82,73.65,73.80,73.80
19.69,73.80,25.60,73.65,73.80,73.80
19.62,73.80,25.53,73.80,73.80,73.80
19.11,73.43,25.10,73.22,73.07,73.07
18.75,73.80,25.03,73.80,73.80,73.80
19.47,73.80,25.03,73.80,73.80,73.80
18.68,73.58,24.67,73.51,73.51,73.80
18.75,73.80,24.67,73.80,73.80,73.80
18.32,73.65,24.23,73.58,73.58,73.58
18.25,73.80,24.31,73.80,73.80,73.80
18.03,73.80,24.09,73.80,73.80,73.80
17.67,73.43,23.73,73.36,73.51,73.43
17.67,73.80,23.73,73.80,73.80,73.80
17.31,73.51,23.30,73.43,73.51,73.51
17.24,73.80,23.37,73.80,73.80,73.80
16.95,73.58,23.01,73.29,73.51,73.58
16.80,73.80,22.94,73.80,73.80,73.80
16.59,73.80,22.72,73.58,73.80,73.80
16.23,73.58,22.43,73.36,73.51,73.80
16.37,73.80,22.43,73.72,73.80,73.80
15.79,73.65,22.07,73.36,73.51,73.72
15.87,73.80,22.07,73.80,73.80,73.80
15.29,73.22,21.64,73.29,73.36,73.65
15.29,73.72,21.57,73.51,73.43,73.80
15.29,73.80,21.64,73.80,73.80,73.80
14.86,73.58,21.35,73.72,73.80,73.80
15.07,73.80,21.35,73.80,73.80,73.80
14.50,73.29,20.92,73.36,73.36,73.43
14.42,73.80,20.92,73.80,73.80,73.80
14.21,73.80,20.70,73.80,73.80,73.80
13.85,73.80,20.41,73.58,73.65,73.65
13.77,73.80,20.34,73.80,73.80,73.80
13.49,73.43,19.98,73.36,73.72,73.80
13.41,73.80,19.98,73.80,73.80,73.80
13.05,73.43,19.62,73.29,73.51,73.58
13.05,73.80,19.62,73.80,73.80,73.80
12.76,73.80,19.40,73.58,73.80,73.80
12.48,73.80,19.18,73.80,73.80,73.80
12.40,73.80,19.04,73.80,73.80,73.80
12.11,73.43,18.68,73.36,73.80,73.80
12.04,73.80,18.68,73.80,73.80,73.80
11.68,73.36,18.46,73.43,73.43,73.65
11.39,73.51,18.25,73.58,73.51,73.80
11.47,73.80,18.25,73.80,73.80,73.80
11.10,73.65,17.96,73.51,73.58,73.65
11.10,73.80,17.89,73.80,73.80,73.80
10.74,73.29,17.53,73.43,73.80,73.65
10.60,73.80,17.53,73.80,73.80,73.80
10.31,73.43,17.24,73.36,73.51,73.43
10.02,73.58,17.02,73.58,73.65,73.65
10.02,73.80,17.09,73.80,73.80,73.80
9.73,73.58,16.66,73.29,73.43,73.51
9.66,73.80,16.66,73.80,73.80,73.80
9.37,73.58,16.37,73.43,73.51,73.65
9.30,73.80,16.30,73.80,73.80,73.80
9.01,72.57,15.87,73.29,73.29,73.58
8.72,73.51,15.79,73.58,73.51,73.65
8.72,73.80,15.79,73.80,73.80,73.80
8.36,73.80,15.72,73.80,73.80,73.80
8.22,73.80,15.51,73.80,73.80,73.80
7.93,73.36,15.22,73.43,73.80,73.80
7.93,73.80,15.14,73.80,73.80,73.80
7.64,73.51,14.86,73.29,73.58,73.65
7.43,73.80,14.71,73.80,73.80,73.80
7.28,73.80,14.57,73.80,73.80,73.80
6.99,73.51,14.35,73.51,73.43,73.65
6.92,73.80,14.21,73.80,73.80,73.80
6.63,73.43,13.92,73.36,73.51,73.51
6.49,73.80,13.77,73.80,73.80,73.80
6.27,73.80,13.77,73.72,73.80,73.80
6.05,73.80,13.56,73.80,73.80,73.80
5.77,73.51,13.27,73.22,73.43,73.29
5.41,73.80,13.12,73.80,73.80,73.80
5.48,73.80,13.05,73.80,73.80,73.80
5.19,73.29,12.84,73.43,73.58,73.80
5.12,73.80,12.69,73.80,73.80,73.80
4.90,73.43,12.48,73.29,73.43,73.51
4.76,73.80,12.40,73.80,73.80,73.80
4.47,73.72,12.11,73.43,73.58,73.51
4.32,73.80,12.04,73.80,73.80,73.80
4.11,73.80,11.83,73.65,73.80,73.80
3.89,73.80,11.54,73.43,73.58,73.80
3.67,73.80,11.47,73.80,73.80,73.80
3.46,73.72,11.32,73.80,73.80,73.80
3.31,73.80,11.18,73.80,73.80,73.80
3.17,73.43,10.89,73.36,73.43,73.51
2.95,73.80,10.74,73.80,73.80,73.80
2.66,73.43,10.53,73.43,73.51,73.43
2.52,73.58,10.38,73.29,73.43,73.36
2.30,73.80,10.31,73.80,73.80,73.80
2.16,73.51,10.09,73.36,73.58,73.72
2.01,73.80,9.95,73.80,73.80,73.80
1.73,73.43,9.73,73.72,73.65,73.80
1.65,73.80,9.66,73.80,73.80,73.80
1.37,73.51,9.45,73.29,73.58,73.80
1.22,73.80,9.30,73.80,73.80,73.80
1.00,73.15,9.08,73.29,73.51,73.58
0.86,73.80,9.01,73.80,73.80,73.80
0.64,73.80,8.87,73.80,73.80,73.80
0.64,73.80,8.72,73.65,73.72,73.80
0.43,73.43,8.44,73.36,73.80,73.43
0.28,73.80,8.29,73.80,73.80,73.80
0.14,73.80,8.15,73.29,73.51,73.58
0.07,73.80,8.00,73.80,73.80,73.80
0.00,73.29,7.71,73.65,73.58,73.80
0.00,73.80,7.64,73.80,73.80,73.80
0.00,73.51,7.43,73.80,73.65,73.58
0.00,73.80,7.28,73.80,73.80,73.80
0.00,73.80,7.14,73.22,73.51,73.58
0.00,73.80,6.92,73.80,73.80,73.80
0.00,73.36,6.78,73.36,73.43,73.65
0.00,73.80,6.63,73.80,73.80,73.80
0.00,73.80,6.49,73.80,73.80,73.80
0.00,73.65,6.20,73.36,73.65,73.51
0.00,73.80,6.13,73.80,73.80,73.80
0.00,73.80,6.05,73.29,73.51,73.58
0.00,73.80,5.84,73.80,73.80,73.80
0.00,73.36,5.69,73.65,73.58,73.80
0.00,73.80,5.48,73.80,73.80,73.80
0.00,73.65,5.26,73.58,73.65,73.65
0.00,73.80,5.12,73.80,73.80,73.80
0.00,72.86,4.83,73.29,73.51,73.65
0.00,73.80,4.83,73.80,73.80,73.80
0.00,73.80,4.61,73.80,73.80,73.80
0.00,73.29,4.40,73.80,73.65,73.72
0.00,73.80,4.25,73.80,73.80,73.80
0.00,73.72,4.11,73.29,73.43,73.80
0.00,73.80,3.96,73.80,73.80,73.80
0.00,73.80,3.82,73.36,73.51,73.72
0.00,73.80,3.60,73.80,73.80,73.80
0.00,73.36,3.46,73.72,73.65,73.72
0.00,73.80,3.24,73.80,73.80,73.80
0.00,73.51,3.10,73.22,73.07,73.22
0.00,73.80,2.95,73.80,73.80,73.80
0.00,73.80,2.74,73.65,73.80,73.80
0.00,73.29,2.52,73.72,73.65,73.80
0.00,73.80,2.45,73.80,73.80,73.80
0.00,73.51,2.23,73.43,73.58,73.58
0.00,73.80,2.01,73.80,73.80,73.80
0.00,73.51,1.87,73.29,73.43,73.80
0.00,73.80,1.73,73.80,73.80,73.80
0.00,73.65,1.51,73.51,73.51,73.72
0.00,73.80,1.37,73.80,73.72,73.80
0.00,73.36,1.22,73.29,73.43,73.51
0.00,73.80,1.00,73.65,73.72,73.65
0.00,73.80,0.86,73.65,73.80,73.72
0.00,73.58,0.64,73.43,73.72,73.80
0.00,73.72,0.57,73.65,73.65,73.80
0.00,73.80,0.00,73.80,73.80,73.80
0.00,73.43,0.00,73.80,73.80,73.80
0.00,73.80,0.14,73.80,73.80,73.80
0.00,73.36,0.36,73.15,73.07,73.36
0.00,73.80,0.36,73.80,73.80,73.80
0.21,73.80,0.50,73.80,73.80,73.80
0.28,72.86,0.64,73.58,73.51,73.72
0.50,73.80,0.79,73.80,73.80,73.80
0.57,72.79,0.86,73.43,73.51,73.51
0.79,73.80,1.00,73.80,73.80,73.80
0.93,72.64,1.15,73.15,73.43,73.80
1.15,73.80,1.15,73.80,73.80,73.80
1.15,71.99,1.37,73.29,73.36,73.58
1.44,73.80,1.44,73.80,73.80,73.80
1.58,73.07,1.51,73.80,73.80,73.80
1.73,71.78,1.73,73.58,73.51,73.51
1.94,73.65,1.80,73.80,73.80,73.80
2.01,71.63,1.87,73.22,73.43,73.58
2.23,73.36,1.94,73.80,73.80,73.80
2.30,71.05,2.16,73.51,73.43,73.65
2.52,73.15,2.23,73.80,73.80,73.80
2.59,71.05,2.30,73.43,73.58,73.51
2.81,72.93,2.38,73.80,73.80,73.80
2.95,70.62,2.52,73.15,73.51,73.58
3.10,71.56,2.45,73.51,73.58,73.72
3.39,73.58,2.59,73.80,73.80,73.80
3.39,70.19,2.66,73.51,73.51,73.58
3.67,72.35,2.88,73.80,73.80,73.80
3.67,69.90,2.95,73.43,73.58,73.58
4.03,71.92,3.02,73.80,73.80,73.80
4.03,69.68,3.10,73.22,73.29,73.58
4.32,71.49,3.17,73.80,73.80,73.80
4.32,68.89,3.31,73.43,73.43,73.58
4.61,71.13,3.39,73.80,73.80,73.80
4.76,69.97,3.46,73.80,73.80,73.80
4.83,68.82,3.67,73.22,73.80,73.80
5.12,70.62,3.75,73.80,73.80,73.80
5.04,69.18,3.82,73.43,73.36,73.58
5.33,70.48,3.96,73.80,73.80,73.80
5.41,68.17,3.96,73.43,73.51,73.58
5.77,70.26,4.11,73.80,73.80,73.80
5.62,67.95,4.18,73.65,73.65,73.72
6.05,69.90,4.32,73.80,73.80,73.80
6.05,68.17,4.40,73.22,73.36,73.58
6.49,69.47,4.47,73.80,73.80,73.80
6.42,68.38,4.61,73.80,73.80,73.80
6.49,67.16,4.68,73.36,73.43,73.43
6.92,68.96,4.83,73.80,73.80,73.80
6.85,66.87,4.90,73.22,73.58,73.80
7.21,68.60,5.04,73.80,73.80,73.80
7.14,66.58,5.19,73.36,73.36,73.58
7.57,68.31,5.26,73.80,73.80,73.80
7.43,66.08,5.26,73.43,73.43,73.51
7.86,67.95,5.48,73.80,73.80,73.80
7.79,65.79,5.55,73.36,73.80,73.72
8.15,67.74,5.69,73.80,73.80,73.80
8.07,66.51,5.77,73.80,73.80,73.80
8.15,65.21,5.84,73.43,73.36,73.43
8.65,67.09,6.05,73.80,73.80,73.80
8.58,65.14,5.98,73.51,73.65,73.58
8.94,67.01,6.20,73.80,73.80,73.80
8.80,64.85,6.20,73.22,73.36,73.80
9.30,66.80,6.42,73.80,73.80,73.80
9.16,64.56,6.42,73.36,73.36,73.58
9.66,66.44,6.56,73.80,73.80,73.80
9.23,64.27,6.49,73.36,73.29,73.43
9.88,66.29,6.70,73.80,73.80,73.80
9.88,65.14,6.70,73.80,73.80,73.80
9.81,63.77,6.85,73.29,73.36,73.51
10.31,65.28,7.06,73.80,73.80,73.80
10.09,63.19,7.06,73.43,73.43,73.58
10.67,65.07,7.21,73.80,73.80,73.80
10.46,62.90,7.21,73.43,73.51,73.58
10.96,64.85,7.50,73.80,73.80,73.80
10.82,62.61,7.43,73.15,73.36,73.36
11.32,64.56,7.64,73.80,73.80,73.80
11.32,63.55,7.71,73.80,73.80,73.80
11.18,62.47,7.71,73.72,73.80,73.80
11.75,63.84,8.00,73.80,73.80,73.80
11.47,62.76,8.00,73.29,73.29,73.58
12.11,63.77,8.22,73.80,73.80,73.80
11.83,61.68,8.15,73.29,73.51,73.51
12.40,63.70,8.44,73.80,73.80,73.80
12.40,62.61,8.44,73.80,73.80,73.80
12.26,61.24,8.51,73.15,73.43,73.58
12.76,63.12,8.72,73.80,73.80,73.80
12.55,61.10,8.65,73.51,73.58,73.72
13.12,62.69,8.94,73.80,73.80,73.80
12.91,60.74,8.87,73.29,73.36,73.72
13.49,62.32,9.16,73.80,73.80,73.80
13.12,60.16,9.01,73.29,73.43,73.51
13.77,62.18,9.37,73.80,73.80,73.80
13.77,61.10,9.37,73.80,73.80,73.80
13.63,60.09,9.37,73.15,73.43,73.58
14.28,61.39,9.66,73.80,73.80,73.80
13.99,59.58,9.52,73.36,73.43,73.65
14.64,61.39,9.88,73.80,73.80,73.80
14.28,59.22,9.73,73.80,73.72,73.80
14.93,61.17,10.09,73.80,73.80,73.80
14.86,59.94,10.02,73.80,73.80,73.80
14.71,58.72,10.09,73.29,73.29,73.43
15.36,60.74,10.46,73.80,73.80,73.80
15.07,58.72,10.24,73.36,73.51,73.43
15.79,60.52,10.60,73.80,73.80,73.80
15.36,58.28,10.53,73.80,73.80,73.72
16.08,60.16,10.74,73.80,73.80,73.80
16.01,59.22,10.82,73.80,73.80,73.80
15.87,57.85,10.74,73.22,73.43,73.58
16.59,59.37,11.10,73.80,73.80,73.80
16.15,57.56,11.03,73.29,73.43,73.65
16.80,59.22,11.32,73.80,73.80,73.80
16.52,57.06,11.10,73.00,73.29,73.51
16.66,56.99,11.25,73.58,73.80,73.80
17.60,59.29,11.61,73.80,73.80,73.80
16.95,56.55,11.32,73.36,73.29,73.58
17.74,58.43,11.68,73.80,73.80,73.80
17.24,56.34,11.54,73.36,73.43,73.65
17.96,58.07,11.90,73.80,73.80,73.80
17.89,57.13,11.83,73.80,73.80,73.80
17.74,55.98,11.83,73.43,73.43,73.51
18.46,57.71,12.19,73.80,73.80,73.80
18.03,55.62,12.04,73.29,73.36,73.43
18.82,57.49,12.40,73.80,73.80,73.80
18.39,55.54,12.26,73.36,73.43,73.51
19.18,57.27,12.62,73.80,73.80,73.80
19.04,56.34,12.62,73.80,73.80,73.80
18.90,55.04,12.62,73.80,73.80,73.80
19.55,56.77,12.98,73.80,73.80,73.80
18.97,54.68,12.76,73.22,73.43,73.58
19.98,56.34,13.12,73.80,73.80,73.80
19.33,54.17,12.91,73.15,73.29,73.58
19.47,54.24,12.91,73.58,73.58,73.80
20.56,56.34,13.41,73.80,73.80,73.80
19.76,53.81,13.20,73.65,73.65,73.80
20.70,55.62,13.49,73.80,73.80,73.80
20.12,53.31,13.20,73.22,73.29,73.51
21.06,55.25,13.63,73.80,73.80,73.80
20.84,54.24,13.56,73.80,73.80,73.80
20.63,53.02,13.56,73.29,73.36,73.51
21.42,54.75,13.92,73.80,73.80,73.80
20.92,53.02,13.70,73.51,73.58,73.58
21.78,54.61,14.13,73.80,73.80,73.80
21.20,52.44,13.99,73.15,73.29,73.51
22.14,54.10,14.35,73.80,73.80,73.80
21.93,53.23,14.35,73.80,73.80,73.80
21.71,52.15,14.28,73.22,73.43,73.58
22.50,53.60,14.78,73.80,73.80,73.80
21.93,52.22,14.50,73.58,73.58,73.72
22.86,53.38,15.00,73.80,73.80,73.80
22.29,51.14,14.71,73.22,73.29,73.36
23.08,52.87,15.14,73.80,73.80,73.80
23.01,51.94,15.07,73.80,73.80,73.80
22.65,50.93,15.00,73.43,73.36,73.72
23.66,52.30,15.43,73.80,73.80,73.80
23.01,50.49,15.22,73.29,73.29,73.51
23.95,52.22,15.72,73.80,73.80,73.80
23.01,50.28,15.29,73.29,73.36,73.22
23.37,50.35,15.36,73.36,73.51,73.51
24.74,52.37,15.79,73.80,73.80,73.80
23.73,49.92,15.43,73.22,73.36,73.43
24.74,51.72,16.01,73.80,73.80,73.80
24.02,49.63,15.65,73.22,73.36,73.51
25.17,51.29,16.23,73.80,73.80,73.80
24.88,50.28,16.08,73.80,73.80,73.80
24.52,49.12,16.01,73.15,73.43,73.58
25.53,50.71,16.52,73.80,73.80,73.80
24.81,48.83,16.23,73.22,73.29,73.58
25.89,50.49,16.73,73.80,73.80,73.80
25.10,48.62,16.37,73.43,73.43,73.72
26.11,49.99,16.88,73.80,73.80,73.80
25.97,49.05,16.80,73.80,73.80,73.80
25.46,47.90,16.66,73.36,73.22,73.80
26.61,49.34,17.24,73.80,73.80,73.80
25.82,47.54,16.88,73.22,73.29,73.51
26.98,49.12,17.38,73.80,73.80,73.80
25.89,47.46,17.02,73.29,73.43,73.51
26.33,47.32,17.02,73.22,73.36,73.51
27.70,49.34,17.74,73.80,73.80,73.80
26.54,46.96,17.16,73.15,73.29,73.43
27.77,48.69,17.74,73.80,73.80,73.80
26.90,46.74,17.31,73.15,73.36,73.58
28.13,48.33,17.96,73.80,73.80,73.80
27.70,47.32,17.81,73.80,73.80,73.80
27.41,46.53,17.67,73.29,73.51,73.65
28.35,47.46,18.25,73.80,73.80,73.80
27.55,45.73,17.81,73.15,73.72,73.80
28.71,47.32,18.46,73.80,73.80,73.80
27.84,45.37,18.10,73.29,73.29,73.65
29.14,46.89,18.61,73.80,73.80,73.80
28.71,46.02,18.61,73.80,73.80,73.80
28.35,45.08,18.32,73.36,73.29,73.58
29.50,46.31,18.90,73.80,73.80,73.80
28.63,44.58,18.46,73.22,73.43,73.58
29.86,46.17,19.11,73.80,73.80,73.80
28.92,44.43,18.68,73.29,73.43,73.51
28.92,44.72,18.75,73.72,73.80,73.80
30.73,46.31,19.40,73.80,73.80,73.80
29.43,44.15,18.82,73.15,73.36,73.51
30.80,45.73,19.47,73.80,73.80,73.80
29.72,43.78,18.90,73.43,73.43,73.65
31.02,45.44,19.62,73.80,73.80,73.80
30.51,44.36,19.40,73.80,73.80,73.80
30.08,43.28,19.26,73.15,73.36,73.58
31.30,44.65,19.98,73.80,73.80,73.80
30.44,42.99,19.47,73.29,73.29,73.58
31.74,44.29,20.12,73.80,73.80,73.80
30.73,42.49,19.76,73.80,73.65,73.80
32.03,43.78,20.34,73.80,73.80,73.80
31.66,42.85,20.19,73.80,73.80,73.80
31.23,41.98,19.98,73.29,73.29,73.51
32.46,43.14,20.63,73.80,73.80,73.80
31.59,41.62,20.12,73.22,73.36,73.51
32.75,43.14,20.84,73.80,73.80,73.80
31.81,41.33,20.41,73.29,73.43,73.51
33.04,42.77,20.99,73.80,73.80,73.80
32.67,41.98,20.92,73.80,73.80,73.80
32.17,40.90,20.63,73.07,73.36,73.58
33.54,42.27,21.35,73.80,73.80,73.80
32.53,40.75,20.84,73.15,73.43,73.65
33.76,41.98,21.49,73.80,73.80,73.80
32.75,40.32,20.99,73.15,73.29,73.58
32.82,40.25,21.06,73.58,73.80,73.80
34.62,41.98,21.85,73.80,73.80,73.80
33.18,39.96,21.13,73.29,73.29,73.58
34.69,41.26,21.93,73.80,73.80,73.80
33.47,39.46,21.35,73.29,73.29,73.65
34.91,40.90,22.00,73.80,73.80,73.80
34.48,39.96,21.78,73.80,73.80,73.80
33.90,38.88,21.57,73.22,73.36,73.43
35.20,40.18,22.29,73.80,73.80,73.80
34.26,38.66,21.78,73.22,73.36,73.51
35.70,40.03,22.43,73.80,73.80,73.80
34.55,38.37,21.85,73.15,73.36,73.51
35.99,39.82,22.58,73.80,73.80,73.80
35.56,39.02,22.43,73.80,73.80,73.80
34.98,38.09,22.29,73.15,73.43,73.65
36.35,39.31,23.01,73.80,73.80,73.80
35.20,37.80,22.36,73.15,73.43,73.58
36.71,39.24,23.15,73.80,73.80,73.80
35.42,37.51,22.50,73.15,73.29,73.58
35.49,37.44,22.58,73.43,73.58,73.80
37.36,38.88,23.37,73.80,73.80,73.80
35.92,37.15,22.72,73.43,73.43,73.72
37.44,38.30,23.51,73.80,73.80,73.80
36.21,36.57,22.86,73.22,73.29,73.51
37.80,37.80,23.59,73.80,73.80,73.80
37.22,37.00,23.37,73.80,73.80,73.80
36.57,36.14,23.15,73.29,73.43,73.51
38.01,37.29,23.80,73.80,73.80,73.80
36.93,35.78,23.37,73.29,73.36,73.51
38.45,37.00,24.16,73.80,73.80,73.80
37.29,35.49,23.44,73.15,73.36,73.65
38.66,36.64,24.31,73.80,73.80,73.80
38.30,35.92,24.23,73.80,73.80,73.80
37.65,35.13,23.95,73.22,73.51,73.72
39.02,36.21,24.67,73.80,73.80,73.80
37.87,35.06,24.09,73.22,73.43,73.72
39.46,36.14,24.81,73.80,73.80,73.80
38.23,34.55,24.16,73.22,73.15,73.22
38.37,34.41,24.31,73.43,73.43,73.65
40.61,35.70,25.10,73.80,73.80,73.80
38.59,33.97,24.38,73.29,73.36,73.65
40.25,35.27,25.24,73.80,73.80,73.80
38.95,33.61,24.45,73.29,73.29,73.51
40.54,34.77,25.39,73.80,73.80,73.80
39.96,33.97,25.10,73.80,73.80,73.80
39.38,33.04,24.74,73.29,73.43,73.51
41.04,34.19,25.60,73.80,73.80,73.80
39.67,32.75,24.96,73.22,73.36,73.51
41.26,33.90,25.75,73.80,73.80,73.80
39.96,32.39,25.10,73.15,73.36,73.58
41.55,33.54,25.97,73.80,73.80,73.80
40.97,32.89,25.82,73.80,73.80,73.80
40.32,32.10,25.46,73.15,73.36,73.72
41.98,33.25,26.33,73.80,73.80,73.80
40.54,31.81,25.60,73.15,73.29,73.58
42.27,32.89,26.54,73.80,73.80,73.80
40.83,31.52,25.82,73.36,73.36,73.65
42.49,32.46,26.69,73.80,73.80,73.80
41.91,31.81,26.47,73.80,73.80,73.80
41.19,31.02,26.04,73.22,73.29,73.80
42.92,32.10,26.90,73.80,73.80,73.80
41.55,30.73,26.25,73.22,73.36,73.51
43.14,31.66,27.12,73.80,73.80,73.80
41.48,30.29,26.40,73.22,73.29,73.51
41.98,30.15,26.33,73.22,73.36,73.51
44.07,31.38,27.48,73.80,73.80,73.80
42.27,29.79,26.54,73.15,73.29,73.43
44.00,30.87,27.48,73.80,73.80,73.80
42.49,29.50,26.76,73.15,73.36,73.58
44.22,30.65,27.70,73.80,73.80,73.80
43.64,29.86,27.48,73.80,73.80,73.80
42.92,29.14,27.12,73.22,73.36,73.65
44.43,30.08,27.99,73.80,73.80,73.80
43.14,28.85,27.26,73.43,73.80,73.80
45.01,29.79,28.27,73.80,73.80,73.80
43.42,28.49,27.48,73.22,73.22,73.65
45.37,29.43,28.49,73.80,73.80,73.80
44.65,28.78,28.20,73.80,73.80,73.80
43.78,28.06,27.70,73.29,73.36,73.58
