A0,A1,A2,A5,A6,A7
73.80,73.72,73.51,69.68,0.00,73.65
73.07,73.80,73.80,70.77,0.00,73.80
73.80,73.80,73.51,69.61,0.00,73.72
73.80,73.65,73.65,70.04,0.00,73.80
73.15,73.80,73.80,69.83,0.00,73.80
73.80,73.80,73.72,69.83,0.00,73.80
72.79,73.80,73.80,70.55,0.00,73.80
73.80,73.72,73.65,69.83,0.00,73.72
73.15,73.58,73.72,70.12,0.00,73.80
73.80,73.72,73.51,69.97,0.00,73.65
73.72,73.80,73.58,70.19,0.00,73.80
73.29,73.72,73.72,70.48,0.00,73.80
73.80,73.80,73.51,69.83,0.00,73.80
73.36,73.80,73.80,69.97,0.00,73.80
73.80,73.80,73.72,69.97,0.00,73.80
73.00,73.80,73.80,71.27,0.00,73.80
73.80,73.72,73.65,70.04,0.00,73.80
73.07,73.80,73.80,71.49,0.00,73.80
73.80,73.65,73.51,69.97,0.00,73.58
73.80,73.80,73.65,70.69,0.00,73.80
73.15,73.80,73.80,71.13,0.00,73.80
73.80,73.80,73.51,70.12,0.00,73.72
73.22,73.72,73.72,70.12,0.00,73.80
73.80,73.80,73.65,70.19,0.00,73.72
73.22,73.80,73.80,70.55,0.00,73.80
73.80,73.72,73.65,70.33,0.00,73.80
73.51,73.72,73.80,70.69,0.00,73.80
73.22,73.72,73.80,70.40,0.00,73.80
73.80,73.72,73.80,70.48,0.00,73.72
73.15,73.80,73.80,71.13,0.00,73.80
73.80,73.80,73.51,70.33,0.00,73.72
73.22,73.80,73.80,71.05,0.00,73.80
73.80,73.80,73.72,70.40,0.00,73.72
73.15,73.80,73.80,70.62,0.00,73.80
73.80,73.72,73.65,70.48,0.00,73.80
73.58,73.72,73.80,71.13,0.00,73.72
73.15,73.65,73.72,70.62,0.00,73.80
73.80,73.72,73.51,70.55,0.00,73.72
73.29,73.80,73.80,70.91,0.00,73.80
73.80,73.80,73.58,70.55,0.00,73.72
72.86,73.80,73.80,71.13,0.00,73.80
73.80,73.80,73.72,70.55,0.00,73.72
73.65,73.80,73.80,70.91,0.00,73.80
73.07,73.80,73.80,71.49,0.00,73.80
73.80,73.72,73.65,70.77,0.00,73.80
73.07,73.58,73.80,71.63,0.00,73.80
73.80,73.72,73.58,70.77,0.00,73.72
73.29,73.80,73.72,70.98,0.00,73.80
73.80,73.80,73.51,70.84,0.00,73.72
73.15,73.80,73.80,71.63,0.00,73.80
73.80,73.80,73.65,70.77,0.00,73.80
73.65,73.72,73.51,70.84,0.00,73.80
73.07,73.80,73.80,71.13,0.00,73.80
73.80,73.72,73.65,70.91,0.00,73.80
73.07,73.80,73.80,72.64,0.00,73.80
73.80,73.72,73.51,70.91,0.00,73.72
73.22,73.72,73.65,71.05,0.00,73.80
73.80,73.80,73.51,71.05,0.00,73.65
73.80,73.80,73.72,71.20,0.00,73.80
73.36,73.72,73.65,70.91,0.00,73.80
73.80,73.80,73.58,70.91,0.00,73.80
73.15,73.80,73.80,71.20,0.00,73.80
73.80,73.80,73.65,71.05,0.00,73.80
72.93,73.80,73.80,71.99,0.00,73.80
73.80,73.72,73.58,71.13,0.00,73.65
73.22,73.58,73.80,71.85,0.00,73.80
73.80,73.80,73.58,71.13,0.00,73.65
73.65,73.80,73.65,71.27,0.00,73.80
73.29,73.80,73.80,72.28,0.00,73.80
73.80,73.80,73.65,71.13,0.00,73.43
73.15,73.80,73.80,71.20,0.00,73.80
73.80,73.65,73.65,71.13,0.00,73.72
73.15,73.80,73.80,71.85,0.00,73.80
73.80,73.72,73.65,71.27,0.00,73.72
73.72,73.80,73.72,71.70,0.00,73.80
73.22,73.72,73.65,71.34,0.00,73.80
73.80,73.80,73.80,71.41,0.00,73.72
72.93,73.80,73.80,71.78,0.00,73.80
73.80,73.80,73.65,71.27,0.00,73.72
73.15,73.72,73.80,71.92,0.00,73.80
73.80,73.80,73.65,71.34,0.00,73.80
73.22,73.80,73.80,71.63,0.00,73.80
73.80,73.80,73.65,71.34,0.00,73.80
73.65,73.58,73.72,71.56,0.00,73.72
73.22,73.72,73.65,71.49,0.00,73.80
73.80,73.80,73.58,71.49,0.00,73.65
73.15,73.80,73.80,72.28,0.00,73.80
73.80,73.80,73.58,71.41,0.00,73.80
73.00,73.80,73.80,72.28,0.00,73.80
73.80,73.80,73.65,71.49,0.00,73.72
73.65,73.72,73.80,71.92,0.00,73.80
73.07,73.80,73.80,72.64,0.00,73.80
73.80,73.72,73.65,71.70,0.00,73.65
73.22,73.58,73.58,71.85,0.00,73.80
73.80,73.80,73.51,71.70,0.00,73.72
73.29,73.80,73.72,71.85,0.00,73.80
73.80,73.80,73.72,72.28,0.00,73.80
73.80,73.80,73.80,72.28,0.00,73.80
73.80,73.80,73.80,73.80,0.00,73.80
73.43,73.80,73.80,73.80,0.00,73.80
73.80,73.80,73.80,73.22,0.00,73.80
73.07,73.80,73.80,73.00,0.00,73.80
73.80,73.80,73.80,72.86,0.00,73.80
73.15,73.80,73.80,72.71,0.00,73.80
73.80,73.80,73.65,72.93,0.00,73.80
73.80,73.80,73.07,72.42,0.00,73.72
73.36,73.80,73.58,72.93,0.00,73.72
73.80,73.80,73.15,72.71,0.00,73.43
73.22,73.51,72.93,72.57,0.00,73.22
73.80,73.43,72.93,72.86,0.00,73.07
73.29,73.15,72.57,72.71,0.00,72.93
73.80,73.07,72.50,72.93,0.00,72.71
73.22,72.86,72.28,72.86,0.00,72.28
73.80,73.36,72.50,73.22,0.00,72.71
73.80,72.42,71.56,72.57,0.00,71.99
73.36,72.42,71.70,72.71,0.00,71.85
73.80,72.50,71.63,72.79,0.00,71.85
73.07,72.06,71.20,72.50,0.00,71.49
73.80,72.28,71.20,73.00,0.00,71.49
73.36,71.85,70.84,72.86,0.00,71.41
73.80,71.99,71.05,72.93,0.00,70.98
73.80,71.41,70.33,72.79,0.00,70.62
73.65,71.85,70.40,72.93,0.00,70.98
73.80,71.70,70.26,73.07,0.00,70.62
73.58,71.49,70.12,72.86,0.00,70.55
73.80,71.49,70.12,73.00,0.00,70.33
73.07,71.13,69.76,73.07,0.00,69.90
73.80,71.13,69.68,73.07,0.00,70.04
73.15,70.48,69.25,72.93,0.00,69.68
73.80,71.13,69.97,73.72,0.00,69.90
73.80,70.12,68.82,72.86,0.00,69.25
73.22,69.83,68.38,72.79,0.00,68.96
73.80,70.19,68.60,73.15,0.00,68.96
73.58,69.76,68.31,72.86,0.00,68.89
73.80,69.83,68.46,73.00,0.00,68.67
73.58,69.68,68.46,73.15,0.00,68.31
73.80,69.54,68.10,73.15,0.00,68.38
73.80,69.03,67.74,73.00,0.00,67.95
73.36,69.68,68.02,73.43,0.00,68.10
73.80,69.18,67.66,73.15,0.00,67.81
73.22,69.03,67.45,73.36,0.00,67.45
73.80,69.18,67.30,73.22,0.00,67.37
73.51,68.60,66.80,72.93,0.00,67.30
73.80,68.82,66.94,73.15,0.00,67.23
73.65,68.60,66.73,73.00,0.00,67.09
73.80,68.67,66.80,73.58,0.00,67.23
73.80,68.24,66.44,73.00,0.00,66.58
73.51,67.74,66.15,73.15,0.00,66.51
73.80,68.02,66.08,73.29,0.00,66.08
73.65,67.81,65.93,73.36,0.00,65.79
73.80,67.81,65.64,73.29,0.00,65.79
73.29,67.45,65.35,73.22,0.00,65.50
73.80,67.45,65.35,73.15,0.00,65.50
73.80,66.87,64.99,73.00,0.00,65.28
73.22,67.16,65.21,73.43,0.00,65.07
73.80,66.80,64.78,73.22,0.00,65.07
73.43,66.36,64.49,73.22,0.00,64.99
73.80,66.44,64.63,73.36,0.00,64.63
73.65,66.44,64.42,73.36,0.00,64.49
73.80,66.29,64.20,73.29,0.00,64.27
73.22,66.08,63.98,73.51,0.00,63.91
73.80,66.44,64.27,73.80,0.00,64.42
73.80,65.72,63.33,73.07,0.00,63.77
73.51,65.72,63.48,73.29,0.00,63.41
73.80,65.79,63.41,73.36,0.00,63.33
73.22,65.14,62.83,73.15,0.00,63.19
73.80,65.21,62.97,73.51,0.00,63.12
73.51,65.14,62.61,73.15,0.00,62.83
73.80,64.99,62.54,73.43,0.00,62.69
73.80,64.71,62.04,73.29,0.00,62.40
73.72,64.92,62.25,73.36,0.00,62.47
73.80,64.71,61.96,73.36,0.00,62.25
73.65,64.56,62.18,73.36,0.00,62.04
73.80,64.20,61.89,73.29,0.00,61.89
73.07,63.98,61.60,73.51,0.00,61.60
73.80,63.84,61.53,73.58,0.00,61.68
73.43,63.48,61.03,73.15,0.00,61.31
73.80,64.06,61.46,73.80,0.00,61.60
73.80,63.12,60.74,73.43,0.00,60.74
73.43,62.90,60.30,73.36,0.00,60.74
73.80,63.19,60.38,73.43,0.00,60.59
73.58,62.97,60.38,73.29,0.00,60.52
73.80,62.97,60.23,73.36,0.00,60.30
73.29,62.83,60.09,73.51,0.00,60.09
73.80,62.83,59.87,73.51,0.00,59.94
73.80,62.18,59.44,73.36,0.00,59.58
73.51,62.69,59.73,73.80,0.00,59.58
73.80,62.32,59.22,73.51,0.00,59.44
73.22,62.25,59.01,73.65,0.00,59.01
73.80,61.89,59.01,73.51,0.00,59.15
73.65,61.68,58.57,73.22,0.00,59.01
73.80,61.96,58.65,73.51,0.00,58.72
73.51,61.68,58.57,73.51,0.00,58.57
73.80,61.53,58.50,73.80,0.00,58.93
73.80,61.03,58.07,73.51,0.00,58.14
73.51,60.95,57.85,73.43,0.00,58.07
73.80,60.95,57.71,73.58,0.00,57.85
73.22,60.74,57.64,73.72,0.00,57.42
73.80,60.67,57.42,73.65,0.00,57.42
73.51,60.30,57.06,73.43,0.00,57.27
73.80,60.38,56.99,73.51,0.00,57.20
73.80,59.94,56.70,73.22,0.00,56.84
73.36,60.02,56.77,73.65,0.00,56.84
73.80,59.80,56.48,73.51,0.00,56.77
73.58,59.66,56.26,73.43,0.00,56.55
73.80,59.66,56.19,73.65,0.00,56.26
73.65,59.58,56.05,73.72,0.00,56.12
73.80,59.44,55.76,73.65,0.00,55.90
73.29,59.22,55.62,73.51,0.00,55.54
73.80,59.58,55.98,73.80,0.00,55.98
73.80,58.86,55.25,73.22,0.00,55.47
73.07,58.86,55.11,73.43,0.00,54.97
73.80,58.72,54.97,73.65,0.00,55.11
73.36,58.36,54.46,73.58,0.00,54.89
73.80,58.57,54.61,73.65,0.00,54.68
73.65,58.28,54.39,73.43,0.00,54.53
73.80,58.07,54.10,73.58,0.00,54.10
73.80,57.85,53.81,73.36,0.00,54.03
73.72,58.00,53.96,73.51,0.00,54.24
73.80,57.64,53.74,73.51,0.00,53.88
73.51,57.64,53.67,73.72,0.00,53.74
73.80,57.20,53.38,73.51,0.00,53.52
73.07,57.06,53.16,73.65,0.00,53.23
73.80,56.99,53.09,73.51,0.00,53.16
73.58,56.77,52.59,73.29,0.00,53.09
73.80,57.20,53.02,73.80,0.00,53.16
73.80,56.70,52.22,73.43,0.00,52.51
73.58,56.34,51.94,73.29,0.00,52.59
73.80,56.48,52.22,73.51,0.00,52.44
73.51,56.48,52.01,73.51,0.00,52.30
73.80,56.34,51.86,73.65,0.00,52.01
73.07,56.12,51.79,73.80,0.00,51.72
73.80,55.98,51.65,73.58,0.00,51.65
73.80,55.47,51.14,73.43,0.00,51.21
73.51,55.98,51.21,73.80,0.00,51.29
73.80,55.54,50.93,73.72,0.00,51.07
73.36,55.33,50.64,73.65,0.00,50.85
73.80,55.11,50.57,73.43,0.00,50.78
73.58,54.89,50.20,73.36,0.00,50.57
73.80,54.89,50.28,73.51,0.00,50.49
73.51,54.61,50.13,73.72,0.00,50.20
73.80,54.75,50.20,73.80,0.00,50.42
73.80,54.17,49.70,73.43,0.00,49.77
73.65,54.03,49.41,73.80,0.00,49.63
73.80,54.10,49.41,73.65,0.00,49.48
73.22,53.96,49.20,73.80,0.00,48.91
73.80,53.96,49.05,73.51,0.00,49.12
73.58,53.52,48.76,73.51,0.00,49.05
73.80,53.67,48.83,73.65,0.00,48.98
73.80,53.23,48.40,73.29,0.00,48.62
73.43,53.45,48.47,73.80,0.00,48.62
73.80,53.23,48.26,73.51,0.00,48.33
73.65,53.02,47.97,73.65,0.00,48.19
73.80,52.95,47.68,73.58,0.00,47.90
73.58,52.80,47.68,73.80,0.00,47.75
73.80,52.59,47.39,73.72,0.00,47.61
73.29,52.44,47.39,73.65,0.00,47.32
73.80,52.80,47.61,73.80,0.00,47.68
73.80,52.01,46.96,73.43,0.00,47.10
73.07,51.86,46.74,73.72,0.00,46.74
73.80,51.86,46.74,73.65,0.00,46.81
73.58,51.36,46.24,73.58,0.00,46.60
73.80,51.58,46.31,73.72,0.00,46.45
73.65,51.58,46.24,73.80,0.00,46.17
73.80,51.36,46.02,73.72,0.00,46.02
73.80,50.93,45.66,73.36,0.00,45.80
73.72,51.36,45.80,73.80,0.00,45.88
73.80,51.00,45.52,73.51,0.00,45.66
73.43,50.85,45.44,73.80,0.00,45.37
73.80,50.64,45.23,73.72,0.00,45.30
73.36,50.49,45.01,73.72,0.00,44.94
73.80,50.28,44.65,73.65,0.00,44.87
73.58,50.13,44.51,73.43,0.00,44.79
73.80,50.35,44.72,73.80,0.00,44.87
73.80,49.77,44.15,73.43,0.00,44.43
73.65,49.70,43.86,73.22,0.00,44.29
73.80,49.70,43.93,73.58,0.00,44.00
73.51,49.48,43.78,73.65,0.00,43.86
73.80,49.20,43.64,73.80,0.00,43.71
73.15,49.20,43.42,73.80,0.00,43.35
73.80,49.05,43.28,73.80,0.00,43.42
73.80,48.69,42.85,73.51,0.00,43.21
73.51,49.12,43.06,73.80,0.00,43.06
73.80,48.69,42.70,73.65,0.00,42.85
73.51,48.47,42.49,73.65,0.00,42.70
73.80,48.33,42.41,73.58,0.00,42.56
73.51,48.26,42.13,73.51,0.00,42.49
73.80,47.97,42.05,73.65,0.00,42.27
73.51,47.90,41.91,73.80,0.00,42.05
73.80,48.04,42.05,73.80,0.00,42.13
73.80,47.32,41.48,73.65,0.00,41.62
73.51,47.46,41.19,73.72,0.00,41.40
73.80,47.39,41.19,73.72,0.00,41.26
73.29,47.32,40.83,73.65,0.00,40.97
73.80,47.18,40.83,73.65,0.00,41.04
73.51,46.74,40.39,73.43,0.00,40.75
73.80,46.89,40.54,73.58,0.00,40.68
73.80,46.45,40.11,73.58,0.00,40.39
73.58,46.45,40.11,73.80,0.00,40.39
73.80,46.24,39.89,73.65,0.00,40.11
73.65,46.31,39.82,73.72,0.00,40.03
73.80,45.95,39.60,73.80,0.00,39.96
73.58,46.02,39.38,73.80,0.00,39.53
73.80,45.73,39.31,73.51,0.00,39.53
73.36,45.52,39.10,73.72,0.00,39.17
73.80,45.73,39.17,73.80,0.00,39.46
73.80,45.08,38.66,73.51,0.00,38.95
73.22,44.87,38.45,73.80,0.00,38.52
73.80,44.94,38.37,73.58,0.00,38.59
73.65,44.65,38.01,73.43,0.00,38.37
73.80,44.94,37.94,73.80,0.00,38.30
73.65,44.65,37.80,73.80,0.00,37.94
73.80,44.51,37.58,73.58,0.00,37.94
73.80,44.15,37.36,73.36,0.00,37.65
73.65,44.43,37.44,73.80,0.00,37.72
73.80,43.86,37.22,73.65,0.00,37.51
73.36,43.93,37.00,73.80,0.00,37.22
73.80,43.71,36.86,73.80,0.00,37.08
73.58,43.50,36.50,73.72,0.00,36.71
73.80,43.35,36.35,73.80,0.00,36.71
73.65,43.21,36.14,73.65,0.00,36.50
73.80,43.28,36.28,73.80,0.00,36.79
73.80,42.70,35.85,73.51,0.00,36.21
73.51,42.63,35.56,73.36,0.00,35.99
73.80,42.63,35.49,73.58,0.00,35.78
73.58,42.41,35.27,73.80,0.00,35.56
73.80,42.13,35.20,73.80,0.00,35.42
73.29,41.98,34.84,73.80,0.00,35.06
73.80,42.05,34.77,73.80,0.00,35.06
73.80,41.76,34.41,73.51,0.00,34.84
73.51,42.13,34.48,73.80,0.00,34.69
73.80,41.84,34.19,73.65,0.00,34.62
73.58,41.40,34.05,73.65,0.00,34.48
73.80,41.33,33.97,73.65,0.00,34.48
73.51,41.12,33.76,73.72,0.00,34.33
73.80,40.90,33.61,73.80,0.00,34.19
73.43,40.83,33.47,73.80,0.00,33.83
73.80,40.97,33.47,73.80,0.00,33.97
73.80,40.54,32.96,73.51,0.00,33.40
73.58,40.54,32.82,73.80,0.00,33.11
73.80,40.32,32.75,73.65,0.00,33.11
73.22,40.18,32.53,73.72,0.00,32.75
73.80,39.96,32.39,73.58,0.00,32.75
73.51,39.82,31.95,73.43,0.00,32.46
73.80,39.67,31.95,73.80,0.00,32.46
73.80,39.10,31.74,73.51,0.00,32.03
73.72,39.31,31.59,73.80,0.00,31.95
73.80,39.17,31.38,73.72,0.00,31.74
73.65,39.17,31.30,73.80,0.00,31.59
73.80,39.02,31.09,73.51,0.00,31.52
73.51,38.81,30.94,73.80,0.00,31.23
73.80,38.66,30.87,73.51,0.00,31.30
73.43,38.45,30.44,73.72,0.00,31.02
73.80,38.73,30.58,73.80,0.00,31.23
73.80,38.09,30.22,73.58,0.00,30.73
73.36,38.09,29.86,73.80,0.00,30.29
73.80,38.09,29.79,73.58,0.00,30.37
73.65,37.80,29.50,73.58,0.00,30.08
73.80,37.80,29.50,73.72,0.00,29.86
73.65,37.58,29.28,73.80,0.00,29.64
73.80,37.58,29.21,73.65,0.00,29.57
73.80,37.08,28.92,73.51,0.00,29.28
73.65,37.29,28.92,73.80,0.00,29.21
73.80,36.93,28.49,73.65,0.00,29.14
73.22,36.79,28.49,73.80,0.00,28.63
73.80,36.64,28.13,73.72,0.00,28.63
73.65,36.14,27.91,73.80,0.00,28.56
73.80,36.21,27.91,73.80,0.00,28.49
73.72,36.21,27.70,73.58,0.00,28.35
73.80,36.35,27.70,73.80,0.00,28.42
73.80,35.85,27.34,73.43,0.00,27.99
73.51,35.70,27.05,73.58,0.00,27.84
73.80,35.56,26.76,73.80,0.00,27.70
73.51,35.49,26.76,73.80,0.00,27.26
73.80,35.27,26.61,73.72,0.00,27.34
73.29,35.20,26.33,73.80,0.00,26.90
73.80,35.06,26.18,73.72,0.00,26.76
73.80,34.77,25.97,73.51,0.00,26.54
73.36,34.84,25.97,73.80,0.00,26.40
73.80,34.69,25.75,73.58,0.00,26.33
73.58,34.19,25.32,73.65,0.00,26.18
73.80,34.26,25.39,73.72,0.00,26.11
73.51,34.05,25.17,73.80,0.00,25.82
73.80,33.90,25.10,73.80,0.00,25.68
73.43,33.76,24.74,73.80,0.00,25.39
73.80,33.90,24.74,73.80,0.00,25.53
73.80,33.40,24.31,73.58,0.00,25.24
73.58,33.32,24.31,73.72,0.00,25.03
73.80,33.11,24.16,73.65,0.00,25.03
73.29,33.11,23.87,73.80,0.00,24.67
73.80,32.89,23.73,73.72,0.00,24.67
73.58,32.67,23.44,73.72,0.00,24.45
73.80,32.60,23.44,73.65,0.00,24.23
73.80,32.24,23.08,73.58,0.00,24.09
73.72,32.46,22.94,73.80,0.00,23.80
73.80,32.17,22.79,73.72,0.00,23.66
73.65,32.10,22.65,73.80,0.00,23.51
73.80,32.03,22.58,73.65,0.00,23.37
73.22,31.81,22.21,73.80,0.00,22.94
73.80,31.59,22.21,73.58,0.00,23.08
73.58,31.30,21.85,73.80,0.00,22.79
73.80,31.59,22.00,73.80,0.00,22.86
73.80,31.02,21.64,73.65,0.00,22.58
73.51,30.73,21.35,73.80,0.00,22.29
73.80,30.80,21.35,73.80,0.00,22.29
73.65,30.58,20.99,73.65,0.00,22.07
73.80,30.44,20.99,73.58,0.00,22.00
73.58,30.29,20.84,73.80,0.00,21.71
73.80,29.93,20.70,73.58,0.00,21.64
73.80,29.79,20.27,73.43,0.00,21.42
73.58,30.01,20.34,73.80,0.00,21.35
73.80,29.72,20.12,73.72,0.00,21.13
73.36,29.72,19.83,73.80,0.00,20.70
73.80,29.50,19.69,73.72,0.00,20.77
73.65,29.21,19.26,73.72,0.00,20.48
73.80,29.21,19.33,73.72,0.00,20.41
73.65,29.07,19.11,73.65,0.00,20.05
73.80,29.14,19.11,73.80,0.00,20.27
73.80,28.71,18.82,73.36,0.00,19.98
73.51,28.56,18.54,73.72,0.00,19.55
73.80,28.49,18.61,73.65,0.00,19.62
73.43,28.35,18.25,73.80,0.00,19.33
73.80,28.20,18.10,73.72,0.00,19.33
73.51,28.13,17.89,73.80,0.00,18.97
73.80,27.99,17.81,73.72,0.00,18.97
73.80,27.62,17.53,73.36,0.00,18.75
73.43,27.62,17.45,73.80,0.00,18.54
73.80,27.34,17.31,73.58,0.00,18.54
73.58,27.12,17.02,73.58,0.00,18.25
73.80,26.98,16.95,73.80,0.00,18.25
73.58,26.83,16.66,73.80,0.00,17.81
73.80,26.69,16.59,73.65,0.00,17.74
73.43,26.69,16.30,73.80,0.00,17.38
73.80,26.76,16.30,73.80,0.00,17.45
73.80,26.33,16.01,73.51,0.00,17.24
73.51,26.18,15.72,73.80,0.00,16.66
73.80,26.11,15.72,73.72,0.00,16.88
73.36,25.97,15.36,73.72,0.00,16.59
73.80,25.97,15.36,73.72,0.00,16.52
73.51,25.68,15.07,73.72,0.00,16.23
73.80,25.60,15.00,73.65,0.00,16.30
73.80,25.32,14.71,73.58,0.00,16.08
73.72,25.39,14.57,73.80,0.00,15.94
73.80,25.10,14.50,73.65,0.00,15.87
73.65,25.03,14.28,73.80,0.00,15.58
73.80,24.81,13.99,73.65,0.00,15.58
73.22,24.52,13.77,73.80,0.00,15.14
73.80,24.23,13.70,73.72,0.00,15.14
73.58,24.09,13.34,73.72,0.00,14.71
73.80,24.23,13.49,73.80,0.00,14.71
73.80,23.87,13.20,73.58,0.00,14.42
73.58,23.73,12.84,73.72,0.00,14.13
73.80,23.73,12.91,73.65,0.00,14.13
73.72,23.66,12.55,73.72,0.00,13.92
73.80,23.44,12.55,73.72,0.00,13.77
73.51,23.37,12.33,73.80,0.00,13.41
73.80,23.15,12.19,73.65,0.00,13.49
73.80,22.79,11.90,73.58,0.00,13.34
73.51,23.01,11.75,73.80,0.00,13.12
73.80,22.65,11.61,73.65,0.00,13.12
73.36,22.58,11.32,73.80,0.00,12.76
73.80,22.36,11.32,73.72,0.00,12.84
73.65,22.14,10.96,73.58,0.00,12.48
73.80,22.14,11.03,73.65,0.00,12.55
73.58,22.00,10.67,73.80,0.00,12.11
73.80,22.00,10.67,73.80,0.00,12.04
73.80,21.49,10.38,73.65,0.00,11.75
73.51,21.28,10.17,73.72,0.00,11.47
73.80,21.13,10.09,73.72,0.00,11.47
73.43,21.06,9.88,73.65,0.00,11.10
73.80,20.99,9.73,73.72,0.00,11.18
73.65,20.84,9.45,73.80,0.00,10.82
73.80,20.84,9.52,73.72,0.00,10.82
73.58,20.63,9.23,73.80,0.00,10.38
73.80,20.70,9.16,73.80,0.00,10.46
73.80,20.19,8.87,73.65,0.00,10.17
73.29,20.19,8.72,73.65,0.00,10.09
73.80,20.12,8.65,73.65,0.00,10.17
73.65,19.91,8.29,73.80,0.00,9.73
73.80,19.76,8.22,73.80,0.00,9.81
73.58,19.69,8.00,73.80,0.00,9.45
73.80,19.55,7.93,73.80,0.00,9.45
73.36,19.40,7.64,73.58,0.00,9.08
73.80,19.33,7.64,73.65,0.00,9.01
73.58,19.04,7.21,73.80,0.00,8.58
73.80,18.90,7.28,73.65,0.00,8.65
73.65,18.82,7.06,73.80,0.00,8.36
73.80,18.75,7.06,73.80,0.00,8.36
73.80,18.39,6.70,73.51,0.00,8.07
73.58,18.32,6.63,73.80,0.00,7.79
73.80,18.25,6.56,73.80,0.00,7.79
73.36,18.03,6.27,73.65,0.00,7.43
73.80,17.81,6.20,73.80,0.00,7.50
73.58,17.67,5.91,73.80,0.00,7.14
73.80,17.60,5.91,73.72,0.00,7.35
73.65,17.45,5.62,73.80,0.00,6.92
73.80,17.38,5.55,73.72,0.00,6.99
73.29,17.16,5.26,73.65,0.00,6.70
73.80,17.09,5.19,73.80,0.00,6.70
73.58,16.80,4.90,73.80,0.00,6.27
73.80,16.80,4.90,73.80,0.00,6.27
73.72,16.59,4.68,73.72,0.00,5.91
73.80,16.59,4.61,73.72,0.00,5.84
73.36,16.37,4.25,73.72,0.00,5.55
73.80,16.23,4.32,73.80,0.00,5.55
73.80,16.23,4.03,73.58,0.00,5.26
73.29,15.94,3.89,73.51,0.00,5.12
73.80,15.79,3.89,73.72,0.00,4.97
73.58,15.51,3.53,73.80,0.00,4.68
73.80,15.51,3.60,73.72,0.00,4.68
73.65,15.36,3.24,73.80,0.00,4.40
73.80,15.22,3.17,73.72,0.00,4.40
73.43,15.07,2.88,73.72,0.00,4.18
73.80,14.93,2.81,73.72,0.00,4.18
73.65,14.78,2.45,73.80,0.00,3.82
73.80,14.71,2.52,73.72,0.00,3.82
73.58,14.57,2.23,73.80,0.00,3.53
73.80,14.35,2.09,73.80,0.00,3.53
73.29,14.28,1.80,73.72,0.00,3.24
73.80,14.13,1.80,73.65,0.00,3.17
73.65,13.70,1.58,73.07,0.00,2.81
73.43,13.99,1.29,73.65,0.00,2.52
73.80,13.70,1.37,73.80,0.00,2.66
73.72,13.49,1.00,73.80,0.00,2.23
73.80,13.41,1.08,73.51,0.00,2.30
73.65,13.27,0.79,73.80,0.00,1.94
73.80,13.12,0.79,73.36,0.00,2.01
73.15,12.98,0.50,73.72,0.00,1.58
73.80,12.76,0.64,73.29,0.00,1.73
73.65,12.69,0.28,73.58,0.00,1.22
73.80,12.40,0.36,73.07,0.00,1.44
73.58,12.19,0.07,73.80,0.00,1.00
73.80,12.04,0.21,73.15,0.00,1.15
73.22,11.97,0.00,73.65,0.00,0.79
73.80,11.83,0.14,73.07,0.00,1.00
73.43,11.75,0.00,73.43,0.00,0.43
73.80,11.68,0.00,73.22,0.00,0.72
73.58,11.47,0.00,73.22,0.00,0.57
73.72,11.47,0.00,73.43,0.00,0.28
73.80,11.25,0.00,73.15,0.00,0.36
73.58,11.10,0.00,73.22,0.00,0.00
73.80,10.96,0.00,73.29,0.00,0.14
73.22,10.82,0.00,72.86,0.00,0.00
73.80,10.74,0.00,73.29,0.00,0.00
73.65,10.46,0.00,73.22,0.00,0.00
73.72,10.46,0.00,73.15,0.00,0.00
73.51,10.31,0.00,73.22,0.00,0.00
73.80,10.09,0.00,73.29,0.00,0.00
73.15,9.95,0.00,73.22,0.00,0.00
73.72,9.88,0.00,73.22,0.00,0.00
73.51,9.66,0.00,72.93,0.00,0.00
73.80,9.66,0.00,73.07,0.00,0.00
73.65,9.45,0.00,73.29,0.00,0.00
73.72,9.37,0.00,73.29,0.00,0.00
73.07,9.08,0.00,73.29,0.00,0.00
73.80,9.08,0.00,73.22,0.00,0.00
73.65,8.80,0.00,72.86,0.00,0.00
73.80,8.80,0.00,73.15,0.00,0.00
73.51,8.58,0.00,73.36,0.00,0.00
73.58,8.44,0.00,73.22,0.00,0.00
73.80,8.29,0.00,73.22,0.00,0.00
73.51,8.07,0.00,73.15,0.00,0.00
73.80,8.07,0.00,72.93,0.00,0.00
73.65,7.86,0.00,73.36,0.00,0.00
73.72,7.86,0.00,73.22,0.00,0.00
73.15,7.57,0.00,73.36,0.00,0.00
73.80,7.57,0.00,73.29,0.00,0.00
73.58,7.28,0.00,72.93,0.00,0.00
73.80,7.21,0.00,72.93,0.00,0.00
73.51,7.06,0.00,73.43,0.00,0.00
73.80,6.92,0.00,73.36,0.00,0.00
73.15,6.63,0.00,73.29,0.00,0.00
73.80,6.49,0.00,73.36,0.00,0.00
73.51,6.34,0.00,73.00,0.00,0.00
73.80,6.27,0.00,73.22,0.00,0.00
73.58,6.05,0.00,73.29,0.00,0.00
73.72,5.98,0.00,73.36,0.00,0.00
73.36,5.91,0.00,73.29,0.00,0.00
73.80,5.77,0.00,73.22,0.00,0.00
73.58,5.62,0.00,72.64,0.00,0.00
73.80,5.62,0.00,73.43,0.00,0.00
73.43,5.41,0.00,73.43,0.00,0.00
